subject.auto(),number.string(),name.auto(),section.string(),crn.string(),slot.string(),days.auto(),starttime.auto(),endtime.auto(),roombuild.auto(),roomnumber.string(),type.auto(),method.auto(),associatedleclab.string(),phon.auto(),waitlist.auto(),precheck.auto(),reservelifted.auto(),attribute.auto(),credhr.string(),billhr.string(),prime_instr.auto(),secnd_instr.auto(),availto.auto(),reservefordegree.auto(),reserveformajor.auto(),reserveforminor.auto(),xlist.auto()
GNDR,1005,"CRW: Identities & Differenc",002,99173,17,"T,R",0900,1015,SN,3060,LEC,IP,,"Y,Y",Y,N,,,3,3,K Godbout-Kin,,,,,,
GNDR,2010,"Global Masculinities",001,90413,11,"M,W",1030,1145,ED,4015,LEC,IP,,"Y,Y",Y,N,,,3,3,V Hallett,,,,,,
GNDR,3015,"Indigenous Femin Thry/Prac",001,97594,19,"T,R",1400,1515,SN,3042,LEC,IP,,"Y,Y",Y,N,,,3,3,C D'Arcangeli,,,,,,
GNDR,3500,"Justice, Politics,Reproduct",001,96015,17,"T,R",0900,1015,SN,2067,LEC,IP,,"Y,Y",Y,N,,,3,3,K Side,,,,,,
GNDR,4001,"Mthds that Matter Gender St",001,92036,20,"T,R",1530,1645,SN,4087,SEM,IP,,"Y,Y",N,Y,,,3,3,K Lahey,,,,,,
GEOG,1050,"Geographies of Global Chang",001,67562,05,"M,W,F",1200,1250,ED,1014,LEC,IP,,"Y,Y",Y,N,,,3,3,P Ledger,,,,,,
GEOG,1050,"Geographies of Global Chang",002,83010,07,"M,W,F",1400,1450,ED,1014,LEC,IP,,"Y,Y",Y,N,,,3,3,J Barrett,,,,,,
GEOG,2195,"Intro to Geog Info Science",001,96735,18,"T,R",1030,1145,SN,2018,LEC,IP,,"Y,Y",Y,N,Y,,3,3,C Cogan,,,,"GEOG","GEOG",
GEOG,2302,"Issues In Economic Geog",001,96736,11,"M,W",1030,1145,SN,2025,LEC,IP,,"Y,Y",Y,Y,Y,W,3,3,C Mather,,,,"GEOG","GEOG",
GEOG,2425,"Natural Resources",001,67866,05,"M,W,F",1200,1250,SN,2025,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,A Bath,,,,"GEOG","GEOG",
GEOG,3222,"Rsch Dsgn/Quant Mthds Geog",001,68605,18,"T,R",1030,1145,SN,2025,LEC,IP,"002","Y,Y",Y,Y,Y,Q,3,3,J Finnis,,,,"GEOG","GEOG",
GEOG,3222,"Laboratory",002,98419,63,"W",1400,1650,SN,2011,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,J Finnis,,,,,,
GEOG,3260,"Intr Geographic Info Sys",001,95895,10,"M,W",0900,1015,SN,2018,LEC,IP,"002","Y,Y",Y,Y,Y,,3,3,C Cogan,,,,"GEOG","GEOG",
GEOG,3260,"Laboratory",002,98420,61,"M",1400,1650,SN,2011,LAB,IP,"001","Y,Y",N,N,,,0,NA,C Cogan,,,,,,
GEOG,3425,"Geog Analysis of Resources",001,94129,13,"M,W",1400,1515,SN,2025,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,A Bath,,,,"GEOG","GEOG",
GEOG,3800,"International Political Geo",001,98038,23,"T,R",1230,1345,SN,2018,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,J Lepawsky,,,,"GEOG","GEOG",
GEOG,4050,"Arctic North Geog",001,92223,43,"W",0900,1150,SN,2000,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,A Keeling,,,,"GEOG","GEOG",
GEOG,4060,"Natural Hazards: People & E",001,98039,12,"M,W",1230,1345,SN,2018,LEC,IP,,"Y,Y",Y,N,Y,,3,3,C Brown,,,,"GEOG","GEOG",
GEOG,4600,"Historical Geog",001,98040,41,"M",0900,1150,,,LEC,R,,"Y,Y",Y,Y,Y,,3,3,D Bavington,,,,"GEOG","GEOG",
GEOG,490B,"Geography in Action II",001,92226,45,"F",0900,1150,SN,2000,LEC,IP,,"Y,Y",Y,Y,Y,,2,2,J Lepawsky,,,,"GEOG","GEOG",
GEOG,4999,"Hons Dissertation",001,60611,99,,,,,,DST,IP,,"N,N",N,N,N,,3,3,,,,"BAH,BSH",,,
GERM,1001,"Elementary German II",001,88559,05,"M,W,F",1200,1250,SN,1103,LEC,IP,,"Y,Y",Y,Y,,,3,3,I Woelfel,,,,,,
GERM,1001,"Elementary German II",002,63218,07,"M,W,F",1400,1450,SN,4073,LEC,IP,,"Y,Y",Y,Y,,,3,3,I Woelfel,,,,,,
GERM,2011,"Intermediate German II",001,96789,03,"M,W,F",1000,1050,C,2026,LEC,IP,,"Y,Y",Y,Y,,,3,3,I Woelfel,,,,,,
GERM,3002,"Post-Wall Cinema (W)",002,98722,20,"T,R",1530,1645,SN,4068,LEC,R,,"Y,Y",Y,N,,,3,3,C Korte,,,,,,
GERM,3011,"Advanced German II",002,99331,03,"M,W,F",1000,1050,,,LEC,IP,,"Y,Y",Y,Y,,,3,3,I Woelfel,,,,,,
GERM,4999,"Honours Essay",001,91719,99,,,,,,LEC,IP,,"Y,Y",N,N,,,3,3,,,,,,,
HIST,1005,"CRW Indigenous Studies",001,89262,04,"M,W,F",1100,1150,A,2065,LEC,IP,,"Y,Y",Y,N,,,3,3,J Van Den Sco,,,,,,"ARCH 1005-001"
HIST,1007,"CRW Themes - Hist of Busine",001,94255,05,"M,W,F",1200,1250,A,2065,LEC,IP,,"Y,Y",Y,N,,,3,3,M Kirkpatrick,,,,,,
HIST,1009,"CRW Medieval & Ancient Worl",001,98196,07,"M,W,F",1400,1450,ED,4011,LEC,IP,,"Y,Y",Y,N,,,3,3,S Rossignol,,,,,,
HIST,1013,"CRW: Canada",001,98198,06,"M,T,R",1300,1350,A,2071,LEC,IP,,"Y,Y",Y,N,,,3,3,K Korneski,,,,,,
HIST,2041,"History of the Roman Republ",001,97942,03,"M,W,F",1000,1050,A,2071,LEC,IP,,"Y,Y",Y,N,,,3,3,J Howard,,,,,,"CLAS 2041-001"
HIST,2210,"Canadian History since 1867",001,96582,04,"M,W,F",1100,1150,A,1043,LEC,IP,,"Y,Y",Y,N,,,3,3,J Sandlos,,,,,,
HIST,2760,"Women's Hist:The Gendered P",001,98200,07,"M,W,F",1400,1450,SN,3058,LEC,IP,,"Y,Y",Y,N,,,3,3,A Bennett,,,,,,
HIST,2800,"Indigenous Peoples/Colonial",001,96584,03,"M,W,F",1000,1050,SN,3058,LEC,IP,,"Y,Y",Y,N,,,3,3,J Van Den Sco,,,,,,
HIST,3525,"Indigenous History from 176",001,90343,13,"M,W",1400,1515,A,1045,LEC,IP,,"Y,Y",Y,N,,,3,3,J Van Den Sco,,,,,,"ARCH 3525-001"
HIST,3675,"Navies & Societies Since 16",001,98202,05,"M,W,F",1200,1250,A,2071,LEC,IP,,"Y,Y",Y,N,,,3,3,M Walker,,,,,,
HIST,3749,"Social History of Alcohol",001,98204,17,"T,R",0900,1015,SN,1019,LEC,IP,,"Y,Y",Y,N,,,3,3,S Curtis,,,,,,
HIST,3840,"Historical Methods",001,69896,03,"M,W,F",1000,1050,SN,1103,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,J Webb,,,"BA,BA,BAH,BAH","HIST,HIST","HIST,HIST",
HIST,3940,"Urban & Environ Med Europe",001,98206,02,"M,W,F",0900,0950,SN,4068,LEC,IP,,"Y,Y",Y,N,,,3,3,S Rossignol,,,,,,
HIST,4125,"Hist Env Ideas Canada/US",001,96589,12,"M,W",1230,1345,A,4004,LEC,IP,,"Y,Y",Y,N,,,3,3,J Sandlos,,,,,,
HIST,4212,"The North American Frontier",001,94263,19,"T,R",1400,1515,A,4004,LEC,IP,,"Y,Y",Y,N,,,3,3,K Korneski,,,,,,
HIST,4219,"Slavery & Resist Atltc Wrld",001,96591,13,"M,W",1400,1515,A,4004,LEC,IP,,"Y,Y",Y,N,,,3,3,N Kennedy,,,,,,
HIST,4320,"The French Revolution",001,98208,18,"T,R",1030,1145,A,4004,LEC,IP,,"Y,Y",Y,N,,,3,3,S Curtis,,,,,,
HIST,4480,"Oral History",001,98210,18,"T,R",1030,1145,A,1045,LEC,IP,,"Y,Y",Y,N,,,3,3,J Webb,,,,,,"HIST 6000-001"
HIST,4821,"Reading Course",001,90974,11,"M,W",1030,1145,A,4004,REA,IP,,"Y,Y",Y,N,N,,3,3,M Kirkpatrick,,,"BAH","HIST",,
HIST,4999,"Honours Essay",001,60694,99,,,,,,HES,IP,,"Y,Y",N,Y,N,,3,3,S Rossignol,,,"BAH,BAH","HIST","HIST",
HKR,1123,"Professional Dvlpmnt Semina",001,97036,99,,,,,,SEM,IP,,"Y,Y",N,N,N,,0,NA,J Downey,,,"BHKRC",,,
HKR,2002,"Coaching",056,94241,,"W",1800,2050,PE,2028,LEC,IP,,"Y,Y",Y,N,Y,,3,3,D Hancock,,,"BHKRC,BKIN,BPE,BREC",,,
HKR,2100,"Intro Organization & Admin",001,92121,23,"T,R",1230,1345,PE,2028,LEC,IP,,"Y,Y",Y,N,N,,3,3,L Fitzpatrick,,,"BHKRC,BPE,BREC",,,
HKR,2220,"PAC: Active Living",001,66574,04,"M,W,F",1100,1150,PE,2000,L&L,IP,,"Y,Y",Y,Y,N,,3,3,S Field,,,"BHKRC,BPE",,,
HKR,2320,"Primary Human Physiology",001,66578,07,"M,W,F",1400,1450,PE,2001,LEC,IP,"003,004,007,006,002,005","Y,Y",Y,N,Y,,3,3,F Basset,,,"BHKRC,BKIN,BPE",,,
HKR,2320,"Laboratory",002,97569,,"T",1100,1250,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,F Basset,,,,,,
HKR,2320,"Laboratory",003,66580,,"W",1500,1650,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,F Basset,,,,,,
HKR,2320,"Laboratory",004,66581,,"R",1500,1650,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,F Basset,,,,,,
HKR,2320,"Laboratory",005,67332,,"M",1100,1250,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,F Basset,,,,,,
HKR,2320,"Laboratory",006,89398,,"R",1100,1250,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,F Basset,,,,,,
HKR,2500,"Diversity and Inclusion",001,91000,17,"T,R",0900,1015,PE,2001,LEC,IP,,"Y,Y",Y,N,N,,3,3,K Pushkarenko,,,"BHKRC,BKIN,BPE,BREC",,,
HKR,2505,"Recreation Prgm & Evaluatio",001,85419,18,"T,R",1030,1145,PE,2028,LEC,IP,,"Y,Y",Y,N,N,,3,3,S Field,,,"BHKRC,BREC",,,
HKR,3100,"Adv Organization & Admin",001,94243,,"M,W",1300,1415,,,LEC,R,,"Y,Y",Y,Y,N,,3,3,A Loucks-Atki,,,"BHKRC,BPE,BREC",,,
HKR,3320,"Introduction to Biomechanic",001,66589,05,"M,W,F",1200,1250,PE,2001,LEC,IP,"003,004,007,006,002,005","Y,Y",Y,Y,N,,3,3,J Byrne,,,"BHKRC,BKIN,BPE",,,
HKR,3320,"Laboratory",003,67306,,"F",1000,1150,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,3320,"Laboratory",004,79328,,"R",1300,1450,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,3320,"Laboratory",005,79330,,"T",1500,1650,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,3320,"Laboratory",006,97571,,"M",0900,1050,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,3320,"Laboratory",007,98814,,"T",1300,1450,PE,1008,LAB,IP,"001","Y,Y",N,Y,,,0,NA,J Byrne,,,,,,
HKR,3340,"Adapted Physical Activity",001,66828,,"M,W,F",1300,1350,PE,2001,LEC,IP,,"Y,Y",N,N,N,,3,3,K Pushkarenko,,,"BHKRC,BKIN,BPE,BREC",,,
HKR,3360,"Care&Prevent Athletic Injur",056,96600,,"M",1800,2050,PE,2001,LEC,IP,,"Y,Y",Y,Y,N,W,3,3,K Mullaly Dob,,,"BHKRC,BKIN,BPE,BREC",,,
HKR,3400,"Soc Determinants Hlth&Phys",001,88389,03,"M,W,F",1000,1050,PE,2001,LEC,IP,,"Y,Y",Y,N,Y,,3,3,G Batten,,,"BHKRC,BKIN,BPE,BREC",,,
HKR,3685,"Assessment & Doc Ther Rec",056,97935,,"R",1800,2050,PE,2028,LEC,IP,,"Y,Y",Y,N,N,,3,3,G Batten,,,"BHKRC,BREC",,,
HKR,399W,"Work Term 2",001,66598,99,,,,,,WRK,IP,,"A,A",N,Y,N,,0,NA,J Downey,,,"BHKRC",,,
HKR,4210,"PA:Winter Activities",001,90796,,"M,W",1400,1650,PE,2000,LEC,IP,,"Y,Y",Y,Y,N,,3,3,T Loeffler,,,"BHKRC,BPE",,,
HKR,4330,"Soc Psyc Sport,Phys Act & R",001,98598,20,"T,R",1530,1645,PE,2001,LEC,IP,,"Y,Y",Y,N,Y,,3,3,K Wadden,,,"BHKRC,BKIN",,,
HKR,4410,"Issues in Kinesiology",001,94253,19,"T,R",1400,1515,PE,2001,LEC,IP,,"Y,Y",Y,N,N,,3,3,K Cullen,,,"BHKRC,BKIN",,,
HKR,4420,"Issues in Physical Educatio",001,91002,,"T,R",1100,1215,PE,3007,LEC,IP,,"Y,Y",Y,N,N,,3,3,J Crane,,,"BPE",,,
HKR,4575,"Recr Ethics, Issues & Trend",001,87389,19,"T,R",1400,1515,PE,2028,LEC,IP,,"Y,Y",Y,Y,N,,3,3,G Batten,,,"BHKRC,BREC",,,"HKR  4685-001"
HKR,4610,"Research Project",001,66605,17,"T,R",0900,1015,,,LEC,IP,,"Y,Y",Y,Y,N,,3,3,K Power,,,"BHKRC,BKIN,BPE,BREC",,,
HKR,4685,"Prof Issues Theraputic Recr",001,87393,19,"T,R",1400,1515,PE,2028,LEC,IP,,"Y,Y",Y,Y,N,,3,3,G Batten,,,"BHKRC,BREC",,,"HKR  4575-001"
HKR,4700,"Advanced Fitness Train&Asse",001,98667,,"M,W",1000,1115,PE,2028,LEC,IP,"002","Y,Y",N,Y,N,,3,3,G Pearcey,,,"BHKRC,BKIN",,,
HKR,4700,"Laboratory",002,98669,,"M",1300,1450,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,G Pearcey,,,,,,
HKR,4702,"Advanced Exercise Physiolog",001,66607,23,"T,R",1230,1345,PE,2001,LEC,IP,,"Y,Y",Y,Y,N,,3,3,D Behm,,,"BHKRC,BKIN",,,
HKR,4703,"Occupat Ergo&Sport Biomecha",001,66609,18,"T,R",1030,1145,PE,2001,LEC,IP,"002,005,004,003","Y,Y",Y,Y,N,,3,3,J Byrne,,,"BHKRC,BKIN","ENCM,ENEL,ENMC",,
HKR,4703,"Laboratory",002,77822,,"W",1300,1450,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,4703,"Laboratory",003,91214,,"W",0900,1050,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,4703,"Laboratory",004,97573,,"M",1500,1650,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,4703,"Laboratory",005,98486,,"F",1330,1530,PE,1008,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
HKR,4720,"Directed Study",001,66610,99,,,,,,IND,IS,,"Y,Y",Y,N,,,3,3,,,,,,,
HKR,4915,"Directed Study",001,66612,99,,,,,,IND,IS,,"Y,Y",Y,N,,,3,3,,,,,,,
INTL,308L,"Outside Canada (8 weeks)",001,93903,99,,,,,,,,,"N,N",N,N,,,0,NA,,,,,,,
INTL,399W,"International Internship",001,93746,99,,,,,,WRK,,,"N,N",Y,N,,,3,NA,,,,,,,
LANG,1201,"Intro to Irish Writing",001,92260,05,"M,W,F",1200,1250,SN,4038,LEC,IP,,"Y,Y",Y,N,,,3,3,C Lynch,,,,,,
LANG,1301,"Intro to Japanese II",001,92821,03,"M,W,F",1000,1050,SN,4063,LEC,IP,,"Y,Y",Y,Y,,,3,3,N Ohara,,,,,,
LANG,2800,"Ling for Lang Learn/Teach",001,98216,07,"M,W,F",1400,1450,SN,4063,LEC,IP,,"Y,Y",Y,N,,,3,3,D Wharram,,,,,,"LING 2800-001"
LWSO,1000,"Law, Democracy & Soc Justic",001,92051,13,"M,W",1400,1515,A,1043,LEC,IP,,"Y,Y",Y,N,,,3,3,S Gray,,,,,,
LWSO,3018,"Islam Trad Law/Social Ord/P",001,97990,04,"M,W,F",1100,1150,SN,2067,LEC,IP,,"Y,Y",Y,N,,,3,3,M Caman,,,,,,"POSC 3903-001"
LWSO,3019,"Gov Eur Union and EU Law",001,97992,09,"M,W,F",1600,1650,SN,2036,LEC,IP,,"Y,Y",Y,N,,,3,3,M Caman,,,,,,"POSC 3904-001"
LWSO,4000,"Multidisiplin Perspect Law&",001,92055,03,"M,W,F",1000,1050,SN,2036,SEM,IP,,"Y,Y",Y,Y,,,3,3,M Caman,,,,,,
LING,1100,"Intro to Linguistics",001,66840,04,"M,W,F",1100,1150,SN,2098,LEC,IP,,"Y,Y",Y,N,,,3,3,S Ulfsbjornin,,,,,,
LING,1103,"Intro Ling Analysis: Syntax",001,67583,07,"M,W,F",1400,1450,SN,2067,LEC,IP,,"Y,Y",Y,N,,,3,3,S Ulfsbjornin,,,,,,
LING,1104,"Intro Ling Analysis: Phonol",001,67584,03,"M,W,F",1000,1050,A,2065,LEC,IP,,"Y,Y",Y,N,,,3,3,S Ulfsbjornin,,,,,,
LING,2800,"Ling for Lang Learners & Te",001,98177,07,"M,W,F",1400,1450,SN,4063,LEC,IP,,"Y,Y",Y,N,,,3,3,D Wharram,,,,,,"LANG 2800-001"
LING,3000,"Morphology",001,96176,06,"M,T,R",1300,1350,SN,4078,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Branigan,,,,,,
LING,3850,"Intro to Semantics",001,96180,03,"M,W,F",1000,1050,SN,2098,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Wharram,,,,,,
LING,4110,"Sel Tps in Syntactic Theory",001,98023,19,"T,R",1400,1515,SN,2105,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Branigan,,,,,,"LING 6110-001"
LING,4120,"Language Acquisition II",001,98328,05,"M,W,F",1200,1250,SN,4068,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Scheidnes,,,,,,"LING 6150-001"
LING,4203,"Advanced Phonology",001,98024,18,"T,R",1030,1145,SN,3058,LEC,IP,,"Y,Y",Y,Y,,,3,3,S Mackenzie,,,,,,
LING,4210,"Sociolinguistics II",001,98365,07,"M,W,F",1400,1450,SN,1019,LEC,R,,"Y,Y",Y,Y,,,3,3,P De Decker,,,,,,"LING 6210-001"
LING,4500,"Introduction to Field Metho",001,90574,20,"T,R",1530,1645,SN,3060,LEC,IP,,"Y,Y",Y,Y,N,,3,3,N Welch,,,,"LING","LING","LING 6500-001"
LING,4999,"Honours Essay",001,91223,99,,,,,,LEC,IP,,"Y,Y",N,N,,,3,3,,,,,,,
MATH,1000,"Calculus I",001,60725,,"M,T,W,R",1700,1750,ED,1020,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,A Solomon,,,,,,
MATH,1000,"Calculus I",002,66800,F16,"T,R",1200,1250,C,2004,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,E Cardoso-Bih,,,,,,
MATH,1000,"Calculus I",002,66800,F16,"W",1700,1750,C,2004,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,E Cardoso-Bih,,,,,,
MATH,1000,"Calculus I",002,66800,F16,"F",1300,1350,C,2004,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,E Cardoso-Bih,,,,,,
MATH,1000,"Calculus I",003,97061,F04,"M,T,W,F",1100,1150,C,2004,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,A Solomon,,,,,,
MATH,1000,"Calculus I",056,98278,G35,"T,R",1900,2015,ED,1014,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,E Cardoso-Bih,,,,,,
MATH,1001,"Calculus II",001,63773,20,"T,R",1530,1645,ED,1014,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,A Abu Moise,,,,,,
MATH,1001,"Calculus II",002,63408,02,"M,W,F",0900,0950,ED,2018,LEC,IP,,"Y,Y",Y,Y,Y,L Q,3,3,S Sullivan,,,"BE,BS","ENGO",,
MATH,1001,"Calculus II",003,60738,08,"M,W,F",1500,1550,ED,1014,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,S Sullivan,,,,,,
MATH,1001,"Calculus II",004,98279,05,"M,W,F",1200,1250,ED,2018,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,S Sullivan,,,,,,
MATH,1005,"Calculus for Business",001,98482,03,"M,W,F",1000,1050,ED,2018,LEC,IP,,"Y,Y",Y,Y,,,3,3,E Austin,R Ash,,,,,
MATH,1050,"Finite Mathematics I",001,92483,F09,"M,W,F",1600,1650,A,1046,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,D Silvesan,,,,,,
MATH,1050,"Finite Mathematics I",001,92483,F09,"R",1700,1750,A,1046,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,D Silvesan,,,,,,
MATH,1051,"Finite Mathematics II",001,60763,F06,"M,T,W,R",1300,1350,ED,1014,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,E Austin,R Abu,,,,,
MATH,1090,"Algebra & Trigonometry",001,95948,,"M,T,W,F",1700,1750,ED,1014,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,T Sheel,,,,,,
MATH,1090,"Algebra & Trigonometry",002,63982,F03,"M,W,R,F",1000,1050,ED,3034,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,D Silvesan,,,,,,
MATH,1090,"Algebra & Trigonometry",003,97111,F04,"M,T,W,F",1100,1150,ED,3034,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,D Silvesan,,,,,,
MATH,109B,"Intro Algebra & Trigonometr",002,91115,F16,"T,R",1200,1250,SN,3058,LEC,IP,,"Y,Y",Y,Y,,L Q,3,1,E Austin,R Abu,,,,,
MATH,109B,"Intro Algebra & Trigonometr",002,91115,F16,"W",1700,1750,SN,3058,LEC,IP,,"Y,Y",Y,Y,,L Q,3,1,E Austin,R Abu,,,,,
MATH,109B,"Intro Algebra & Trigonometr",002,91115,F16,"F",1300,1350,SN,3058,LEC,IP,,"Y,Y",Y,Y,,L Q,3,1,E Austin,R Abu,,,,,
MATH,2000,"Calculus III",001,60800,02,"M,W,F",0900,0950,SN,2098,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,I Booth,,,,,,
MATH,2000,"Calculus III",002,60803,09,"M,W,F",1600,1650,ED,1014,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,T Sheel,,,,,,
MATH,2050,"Linear Algebra I",001,60808,05,"M,W,F",1200,1250,C,3033,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,C Ou,,,,,,
MATH,2050,"Linear Algebra I",002,71326,02,"M,W,F",0900,0950,A,1043,LEC,IP,,"Y,Y",Y,Y,Y,L Q,3,3,Y Yuan,,,"BS","CHEM,ENGI,ENGO",,
MATH,2050,"Linear Algebra I",003,71328,03,"M,W,F",1000,1050,ED,1014,LEC,IP,,"Y,Y",Y,Y,Y,L Q,3,3,H Usefi,,,"BS","ENGI,ENGO",,
MATH,2051,"Linear Algebra II",001,65533,09,"M,W,F",1600,1650,SN,3042,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,Y Zhou,,,,,,
MATH,2090,"Mathematics Of Finance",001,92485,07,"M,W,F",1400,1450,ED,2003,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,T Sheel,,,,,,
MATH,2130,"Tech Writing in Mathematics",001,77045,18,"T,R",1030,1145,HH,3030,LEC,IP,,"Y,Y",Y,Y,N,L Q W,3,3,J Alam,,,,"AMAT,PMAT,STAT",,
MATH,2260,"Ordinary Diff Equations I",001,81282,04,"M,W,F",1100,1150,ED,1005,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,S MacLachlan,,,,,,
MATH,2320,"Discrete Mathematics",001,77047,03,"M,W,F",1000,1050,SN,3042,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,T Baird,,,,,,
MATH,3000,"Real Analysis I",001,68501,02,"M,W,F",0900,0950,SN,3060,LEC,IP,"002,004,003","Y,Y",Y,Y,,L Q,3,3,J Xiao,,,,,,
MATH,3000,"Laboratory",003,68503,,"M",1530,1650,HH,3015,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
MATH,3000,"Laboratory",004,98772,99,,,,,,LAB,IP,"001","Y,Y",N,Y,,Q,0,NA,,,,,,,
MATH,3001,"Real Analysis II",001,70001,04,"M,W,F",1100,1150,SN,2064,LEC,IP,"002","Y,Y",Y,Y,,Q,3,3,J Xiao,,,,,,
MATH,3001,"Laboratory",002,70002,,"T",0900,0950,SN,2101,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
MATH,3001,"Laboratory",003,97519,,"W",0900,0950,HH,3015,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,,,,,,,
MATH,3100,"Intro to Dynamical Systems",001,77049,07,"M,W,F",1400,1450,SN,3060,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,X Zhao,,,,,,
MATH,3202,"Vector Calculus",001,77055,06,"M,T,R",1300,1350,ED,2018,LEC,IP,,"Y,Y",Y,Y,Y,L Q,3,3,M Slawinski,,,"BS,BS,BE,BS","AMAT,EASC,ENSH,PHYS",,
MATH,3331,"Projective Geometry",001,89002,20,"T,R",1530,1645,HH,3015,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,T Baird,,,,,,
MATH,3340,"Intro Combinatorics",001,77064,07,"M,W,F",1400,1450,ED,1005,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,D Pike,,,,,,
MATH,4133,"Numerical Optimization",001,95957,17,"T,R",0900,1015,C,3053,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,R Haynes,,,,,,"MATH 6202-001"
MATH,4180,"Intro to Fluid Dynamics",001,87086,03,"M,W,F",1000,1050,C,3067,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,I Afanassiev,,,,,,"PHYS 4205-001"
MATH,4190,"Mathematical Modelling",001,77072,19,"T,R",1400,1515,SN,3058,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,J Alam,,,,,,
MATH,419B,"Applied Math Honours Projec",001,77088,99,,,,,,IND,IS,,"Y,Y",Y,N,N,L Q,6,3,,,,"BSH","AMAT",,
MATH,4230,"Differential Geometry",001,98280,16,"T,R",1200,1250,SN,4063,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,J Margalef-Be,,,,,,
MATH,4300,"General Topology",001,92495,03,"M,W,F",1000,1050,ED,3030,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,E Martinez-Pe,,,,,,"MATH 6332-001"
MATH,4321,"Group Theory",001,98281,05,"M,W,F",1200,1250,SN,2041,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,M Kotchetov,,,,,,"MATH 6320-001"
MATH,4331,"Galois Theory",001,98478,17,"T,R",0900,1015,SN,4063,LEC,IP,,"Y,Y",N,N,,Q,3,3,M Kotchetov,,,,,,
MATH,4341,"Combinatorial Designs",001,89146,18,"T,R",1030,1145,HH,3015,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,N Shalaby,,,,,,"MATH 6341-001"
MATH,439B,"Pure Math Honours Project",001,84821,99,,,,,,IND,IS,,"Y,Y",Y,N,N,L Q,6,3,,,,"BSH","PMAT",,
